Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,MP_Playing,Starts_Playing,Min_Playing,Mins_Per_90_Playing,Gls,Ast,G_minus_PK,PK,PKatt,CrdY,CrdR,Gls_Per,Ast_Per,G+A_Per,G_minus_PK_Per,G+A_minus_PK_Per,Url
2014,Schalke 04,Bundesliga,Jefferson Farfán,PER,"FW,MF",28,1984,19,17,1519,16.9,9,5,5,4,4,2,0,0.53,0.3,0.83,0.3,0.59,https://fbref.com/en/players/c886b062/Jefferson-Farfan
2015,Bordeaux,Ligue 1,Wahbi Khazri,TUN,"FW,MF",23,1991,32,29,2362,26.2,9,5,7,2,2,8,0,0.34,0.19,0.53,0.27,0.46,https://fbref.com/en/players/2677a1de/Wahbi-Khazri
2015,Cesena,Serie A,Grégoire Defrel,MTQ,FW,23,1991,34,31,2695,29.9,9,5,9,0,0,7,0,0.3,0.17,0.47,0.3,0.47,https://fbref.com/en/players/854ee61a/Gregoire-Defrel
2016,Hamburger SV,Bundesliga,Nicolai Müller,GER,MF,27,1987,29,27,2147,23.9,9,5,9,0,0,6,0,0.38,0.21,0.59,0.38,0.59,https://fbref.com/en/players/5e1df051/Nicolai-Muller
2017,Lorient,Ligue 1,Abdul Majeed Waris,GHA,"FW,MF",24,1991,35,31,2840,31.6,9,5,8,1,3,5,0,0.29,0.16,0.44,0.25,0.41,https://fbref.com/en/players/46907171/Abdul-Majeed-Waris
2017,Lyon,Ligue 1,Nabil Fekir,FRA,"MF,FW",23,1993,32,28,2209,24.5,9,5,7,2,2,5,1,0.37,0.2,0.57,0.29,0.49,https://fbref.com/en/players/bece776f/Nabil-Fekir
2017,Middlesbrough,Premier League,Álvaro Negredo,ESP,FW,30,1985,36,33,2870,31.9,9,5,7,2,2,5,0,0.28,0.16,0.44,0.22,0.38,https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo
2017,Villarreal,La Liga,Roberto Soriano,ITA,MF,25,1991,33,31,2450,27.2,9,5,9,0,0,8,1,0.33,0.18,0.51,0.33,0.51,https://fbref.com/en/players/9d4c45d6/Roberto-Soriano
2018,Manchester Utd,Premier League,Anthony Martial,FRA,FW,21,1995,30,18,1582,17.6,9,5,8,1,1,1,0,0.51,0.28,0.8,0.46,0.74,https://fbref.com/en/players/8b788c01/Anthony-Martial
2018,Marseille,Ligue 1,Valère Germain,FRA,FW,27,1990,35,24,2167,24.1,9,5,9,0,1,2,0,0.37,0.21,0.58,0.37,0.58,https://fbref.com/en/players/ea0ff634/Valere-Germain
2018,RB Leipzig,Bundesliga,Jean-Kévin Augustin,FRA,FW,20,1997,25,14,1266,14.1,9,5,8,1,2,1,0,0.64,0.36,1,0.57,0.92,https://fbref.com/en/players/97bfa797/Jean-Kevin-Augustin
2018,Wolfsburg,Bundesliga,Daniel Didavi,GER,"MF,FW",27,1990,30,26,2237,24.9,9,5,9,0,0,4,0,0.36,0.2,0.56,0.36,0.56,https://fbref.com/en/players/d3096421/Daniel-Didavi
2019,Watford,Premier League,Troy Deeney,ENG,FW,30,1988,32,28,2545,28.3,9,5,8,1,1,4,1,0.32,0.18,0.5,0.28,0.46,https://fbref.com/en/players/82e34b69/Troy-Deeney
2019,Werder Bremen,Bundesliga,Milot Rashica,KVX,"FW,MF",22,1996,26,19,1550,17.2,9,5,8,1,1,1,0,0.52,0.29,0.81,0.46,0.75,https://fbref.com/en/players/6c6a3300/Milot-Rashica
2019,Wolves,Premier League,Diogo Jota,POR,"FW,MF",21,1996,33,29,2355,26.2,9,5,9,0,0,11,0,0.34,0.19,0.54,0.34,0.54,https://fbref.com/en/players/178ae8f8/Diogo-Jota
2020,Atalanta,Serie A,Mario Pašalić,CRO,"MF,FW",24,1995,35,30,2417,26.9,9,5,9,0,0,6,0,0.34,0.19,0.52,0.34,0.52,https://fbref.com/en/players/e599253a/Mario-Pasalic
2020,Roma,Serie A,Henrikh Mkhitaryan,ARM,"FW,MF",30,1989,22,16,1530,17,9,5,9,0,0,5,0,0.53,0.29,0.82,0.53,0.82,https://fbref.com/en/players/dd0daf32/Henrikh-Mkhitaryan
2021,Lyon,Ligue 1,Lucas Paquetá,BRA,MF,22,1997,30,27,2275,25.3,9,5,9,0,0,6,1,0.36,0.2,0.55,0.36,0.55,https://fbref.com/en/players/9b6f7fd5/Lucas-Paqueta
2021,Manchester City,Premier League,Phil Foden,ENG,"FW,MF",20,2000,28,17,1616,18,9,5,9,0,0,0,0,0.5,0.28,0.78,0.5,0.78,https://fbref.com/en/players/ed1e53f3/Phil-Foden
2021,Paris S-G,Ligue 1,Neymar,BRA,"MF,FW",28,1992,18,15,1415,15.7,9,5,4,5,6,7,2,0.57,0.32,0.89,0.25,0.57,https://fbref.com/en/players/69384e5d/Neymar
2021,Southampton,Premier League,Che Adams,SCO,FW,24,1996,36,30,2667,29.6,9,5,9,0,0,1,0,0.3,0.17,0.47,0.3,0.47,https://fbref.com/en/players/f2bf1b0f/Che-Adams
2010,Burnley,Premier League,Steven Fletcher,SCO,FW,22,1987,35,35,2848,31.6,8,5,8,0,0,1,0,0.25,0.16,0.41,0.25,0.41,https://fbref.com/en/players/2c9c3502/Steven-Fletcher
2010,Catania,Serie A,Giuseppe Mascara,ITA,FW,29,1979,34,33,2875,31.9,8,5,3,5,6,10,1,0.25,0.16,0.41,0.09,0.25,https://fbref.com/en/players/d4fb7e8e/Giuseppe-Mascara
2010,Le Mans,Ligue 1,Anthony Le Tallec,FRA,"FW,MF",24,1984,36,33,2956,32.8,8,5,8,0,1,8,0,0.24,0.15,0.4,0.24,0.4,https://fbref.com/en/players/5d81fb2c/Anthony-Le-Tallec
2010,Napoli,Serie A,Ezequiel Lavezzi,ARG,"FW,MF",24,1985,30,27,2374,26.4,8,5,8,0,0,4,1,0.3,0.19,0.49,0.3,0.49,https://fbref.com/en/players/6d6456d7/Ezequiel-Lavezzi
2010,Real Madrid,La Liga,Kaká,BRA,"FW,MF",27,1982,25,21,1815,20.2,8,5,6,2,2,3,0,0.4,0.25,0.64,0.3,0.55,https://fbref.com/en/players/b2d6ea70/Kaka
2011,Bolton,Premier League,Kevin Davies,ENG,FW,33,1977,38,38,3382,37.6,8,5,4,4,5,10,0,0.21,0.13,0.35,0.11,0.24,https://fbref.com/en/players/2f726a89/Kevin-Davies
2012,Bologna,Serie A,Alessandro Diamanti,ITA,"FW,MF",28,1983,30,27,2138,23.8,8,5,7,1,1,6,0,0.34,0.21,0.55,0.29,0.51,https://fbref.com/en/players/cb5af1af/Alessandro-Diamanti
2012,Chievo,Serie A,Sergio Pellissier,ITA,FW,32,1979,35,35,3023,33.6,8,5,5,3,4,5,0,0.24,0.15,0.39,0.15,0.3,https://fbref.com/en/players/878ee034/Sergio-Pellissier
2012,Sunderland,Premier League,Nicklas Bendtner,DEN,FW,23,1988,28,25,2225,24.7,8,5,7,1,1,2,0,0.32,0.2,0.53,0.28,0.49,https://fbref.com/en/players/9f9c57f0/Nicklas-Bendtner
2013,Mainz 05,Bundesliga,Nicolai Müller,GER,"FW,MF",24,1987,32,26,2359,26.2,8,5,8,0,0,7,0,0.31,0.19,0.5,0.31,0.5,https://fbref.com/en/players/5e1df051/Nicolai-Muller
2014,M'Gladbach,Bundesliga,Juan Arango,VEN,MF,33,1980,31,31,2587,28.7,8,5,8,0,0,2,0,0.28,0.17,0.45,0.28,0.45,https://fbref.com/en/players/49c057c9/Juan-Arango
2014,Stoke City,Premier League,Peter Crouch,ENG,FW,32,1981,34,30,2640,29.3,8,5,8,0,0,7,0,0.27,0.17,0.44,0.27,0.44,https://fbref.com/en/players/73d9bdc7/Peter-Crouch
2014,Sunderland,Premier League,Adam Johnson,ENG,MF,26,1987,36,28,2438,27.1,8,5,7,1,1,2,0,0.3,0.18,0.48,0.26,0.44,https://fbref.com/en/players/1ba61951/Adam-Johnson
2015,Evian,Ligue 1,Daniel Wass,DEN,"DF,MF",25,1989,32,28,2467,27.4,8,5,7,1,2,2,1,0.29,0.18,0.47,0.26,0.44,https://fbref.com/en/players/d83bbc54/Daniel-Wass
2015,Hoffenheim,Bundesliga,Kevin Volland,GER,"FW,MF",22,1992,32,30,2668,29.6,8,5,8,0,0,6,0,0.27,0.17,0.44,0.27,0.44,https://fbref.com/en/players/64f69877/Kevin-Volland
2015,Inter,Serie A,Rodrigo Palacio,ARG,"FW,MF",32,1982,35,30,2627,29.2,8,5,8,0,1,3,0,0.27,0.17,0.45,0.27,0.45,https://fbref.com/en/players/8d8178ac/Rodrigo-Palacio
2015,Juventus,Serie A,Álvaro Morata,ESP,FW,21,1992,29,11,1333,14.8,8,5,8,0,0,6,1,0.54,0.34,0.88,0.54,0.88,https://fbref.com/en/players/129af0db/Alvaro-Morata
2015,Nice,Ligue 1,Éric Bauthéac,FRA,"FW,MF",26,1987,35,29,2572,28.6,8,5,5,3,3,11,0,0.28,0.17,0.45,0.17,0.35,https://fbref.com/en/players/af859ca4/Eric-Bautheac
2016,Liverpool,Premier League,Philippe Coutinho,BRA,"MF,FW",23,1992,26,24,1996,22.2,8,5,8,0,0,3,1,0.36,0.23,0.59,0.36,0.59,https://fbref.com/en/players/0ef89a37/Philippe-Coutinho
2016,Valencia,La Liga,Daniel Parejo,ESP,MF,26,1989,33,30,2734,30.4,8,5,6,2,2,8,0,0.26,0.16,0.43,0.2,0.36,https://fbref.com/en/players/7460ca0d/Daniel-Parejo
2017,Atalanta,Serie A,Andrea Conti,ITA,MF,22,1994,33,31,2663,29.6,8,5,8,0,0,12,0,0.27,0.17,0.44,0.27,0.44,https://fbref.com/en/players/8fef5412/Andrea-Conti
2017,Atlético Madrid,La Liga,Fernando Torres,ESP,FW,32,1984,31,13,1424,15.8,8,5,7,1,2,3,0,0.51,0.32,0.82,0.44,0.76,https://fbref.com/en/players/bdf7b97d/Fernando-Torres
2017,Lyon,Ligue 1,Corentin Tolisso,FRA,MF,21,1994,31,29,2573,28.6,8,5,8,0,0,1,1,0.28,0.17,0.45,0.28,0.45,https://fbref.com/en/players/652d4c37/Corentin-Tolisso
2017,Lyon,Ligue 1,Mathieu Valbuena,FRA,"MF,FW",31,1984,30,15,1558,17.3,8,5,8,0,0,6,0,0.46,0.29,0.75,0.46,0.75,https://fbref.com/en/players/7a4cea18/Mathieu-Valbuena
2018,Barcelona,La Liga,Philippe Coutinho,BRA,"FW,MF",25,1992,18,16,1296,14.4,8,5,8,0,0,1,0,0.56,0.35,0.9,0.56,0.9,https://fbref.com/en/players/0ef89a37/Philippe-Coutinho
2018,Manchester Utd,Premier League,Jesse Lingard,ENG,"MF,FW",24,1992,33,20,1817,20.2,8,5,8,0,0,2,0,0.4,0.25,0.64,0.4,0.64,https://fbref.com/en/players/810e3c74/Jesse-Lingard
2018,Monaco,Ligue 1,Keita Baldé,SEN,"FW,MF",22,1995,23,19,1473,16.4,8,5,8,0,0,3,1,0.49,0.31,0.79,0.49,0.79,https://fbref.com/en/players/509a4ccb/Keita-Balde
2018,Newcastle Utd,Premier League,Ayoze Pérez,ESP,"MF,FW",24,1993,36,28,2492,27.7,8,5,8,0,0,3,0,0.29,0.18,0.47,0.29,0.47,https://fbref.com/en/players/819aa8e7/Ayoze-Perez
2019,Barcelona,La Liga,Ousmane Dembélé,FRA,"FW,MF",21,1997,29,20,1661,18.5,8,5,8,0,0,1,0,0.43,0.27,0.7,0.43,0.7,https://fbref.com/en/players/b19db005/Ousmane-Dembele
2019,Bologna,Serie A,Riccardo Orsolini,ITA,"FW,MF",21,1997,35,19,1964,21.8,8,5,8,0,0,2,0,0.37,0.23,0.6,0.37,0.6,https://fbref.com/en/players/e14ec482/Riccardo-Orsolini
2019,Strasbourg,Ligue 1,Nuno da Costa,CPV,FW,27,1991,34,22,2052,22.8,8,5,7,1,1,3,0,0.35,0.22,0.57,0.31,0.53,https://fbref.com/en/players/909222de/Nuno-da-Costa
2020,M'Gladbach,Bundesliga,Breel Embolo,SUI,"FW,MF",22,1997,28,17,1550,17.2,8,5,8,0,1,4,0,0.46,0.29,0.75,0.46,0.75,https://fbref.com/en/players/0b4f388a/Breel-Embolo
2020,Werder Bremen,Bundesliga,Milot Rashica,KVX,FW,23,1996,28,27,2264,25.2,8,5,6,2,3,2,0,0.32,0.2,0.52,0.24,0.44,https://fbref.com/en/players/6c6a3300/Milot-Rashica
2021,Leicester City,Premier League,James Maddison,ENG,"MF,FW",23,1996,31,24,2099,23.3,8,5,8,0,0,4,0,0.34,0.21,0.56,0.34,0.56,https://fbref.com/en/players/ee38d9c5/James-Maddison
2021,West Ham,Premier League,Jarrod Bowen,ENG,"FW,MF",23,1996,38,30,2562,28.5,8,5,8,0,0,0,0,0.28,0.18,0.46,0.28,0.46,https://fbref.com/en/players/79c84d1c/Jarrod-Bowen
2012,Blackburn,Premier League,Junior Hoilett,CAN,"FW,MF",21,1990,34,34,2948,32.8,7,5,7,0,1,5,0,0.21,0.15,0.37,0.21,0.37,https://fbref.com/en/players/33af5b9e/Junior-Hoilett
2012,Dortmund,Bundesliga,Kevin Großkreutz,GER,"DF,FW",23,1988,31,26,2333,25.9,7,5,7,0,0,1,0,0.27,0.19,0.46,0.27,0.46,https://fbref.com/en/players/fbeee546/Kevin-Grosskreutz
2012,Lecce,Serie A,Luis Muriel,COL,FW,20,1991,29,25,2093,23.3,7,5,7,0,0,4,1,0.3,0.22,0.52,0.3,0.52,https://fbref.com/en/players/eb2fe5b6/Luis-Muriel
2012,Leverkusen,Bundesliga,André Schürrle,GER,"FW,MF",20,1990,31,30,2619,29.1,7,5,7,0,0,1,1,0.24,0.17,0.41,0.24,0.41,https://fbref.com/en/players/ecbb3fdf/Andre-Schurrle
2012,Stoke City,Premier League,Jonathan Walters,IRL,"FW,MF",27,1983,38,38,3331,37,7,5,3,4,6,3,0,0.19,0.14,0.32,0.08,0.22,https://fbref.com/en/players/0356cf4f/Jonathan-Walters
2012,Valenciennes,Ligue 1,Renaud Cohade,FRA,MF,26,1984,35,34,2957,32.9,7,5,6,1,1,6,0,0.21,0.15,0.37,0.18,0.33,https://fbref.com/en/players/4e7d66f8/Renaud-Cohade
2013,Athletic Club,La Liga,Markel Susaeta,ESP,"FW,MF",24,1987,36,36,3062,34,7,5,7,0,0,8,1,0.21,0.15,0.35,0.21,0.35,https://fbref.com/en/players/6fd1ba62/Markel-Susaeta
2013,Mainz 05,Bundesliga,Andreas Ivanschitz,AUT,MF,28,1983,30,28,2204,24.5,7,5,4,3,3,2,0,0.29,0.2,0.49,0.16,0.37,https://fbref.com/en/players/d045ccb2/Andreas-Ivanschitz
2013,Rennes,Ligue 1,Jonathan Pitroipa,BFA,"FW,MF",26,1986,32,32,2820,31.3,7,5,7,0,0,2,0,0.22,0.16,0.38,0.22,0.38,https://fbref.com/en/players/f9c1fe93/Jonathan-Pitroipa
2014,Cardiff City,Premier League,Jordon Mutch,ENG,MF,21,1991,35,26,2262,25.1,7,5,7,0,0,5,0,0.28,0.2,0.48,0.28,0.48,https://fbref.com/en/players/37c408cc/Jordon-Mutch
2014,Getafe,La Liga,Pedro León,ESP,"FW,MF",26,1986,37,33,2905,32.3,7,5,7,0,0,6,0,0.22,0.15,0.37,0.22,0.37,https://fbref.com/en/players/d66b9872/Pedro-Leon
2014,Napoli,Serie A,Marek Hamšík,SVK,MF,26,1987,28,23,1981,22,7,5,7,0,1,2,0,0.32,0.23,0.55,0.32,0.55,https://fbref.com/en/players/e6ad16b2/Marek-Hamsik
2014,West Ham,Premier League,Kevin Nolan,ENG,MF,31,1982,33,33,2678,29.8,7,5,7,0,0,7,2,0.24,0.17,0.4,0.24,0.4,https://fbref.com/en/players/3d307105/Kevin-Nolan
2015,Dortmund,Bundesliga,Marco Reus,GER,MF,25,1989,20,18,1562,17.4,7,5,7,0,0,1,0,0.4,0.29,0.69,0.4,0.69,https://fbref.com/en/players/36a3ff67/Marco-Reus
2015,Genoa,Serie A,Alessandro Matri,ITA,FW,29,1984,16,12,1030,11.4,7,5,7,0,1,2,0,0.61,0.44,1.05,0.61,1.05,https://fbref.com/en/players/58d97e77/Alessandro-Matri
2015,Paris S-G,Ligue 1,Lucas Moura,BRA,"FW,MF",21,1992,29,22,1891,21,7,5,5,2,2,2,0,0.33,0.24,0.57,0.24,0.48,https://fbref.com/en/players/2b622f01/Lucas-Moura
2016,Getafe,La Liga,Pablo Sarabia,ESP,MF,23,1992,31,30,2526,28.1,7,5,7,0,0,7,0,0.25,0.18,0.43,0.25,0.43,https://fbref.com/en/players/9744ff80/Pablo-Sarabia
2016,Mainz 05,Bundesliga,Jairo Samperio,ESP,MF,22,1993,31,26,2298,25.5,7,5,7,0,0,5,0,0.27,0.2,0.47,0.27,0.47,https://fbref.com/en/players/c0a0c18f/Jairo-Samperio
2017,Bournemouth,Premier League,Junior Stanislas,ENG,MF,26,1989,21,18,1467,16.3,7,5,5,2,2,1,0,0.43,0.31,0.74,0.31,0.61,https://fbref.com/en/players/6992791d/Junior-Stanislas
2017,Saint-Étienne,Ligue 1,Romain Hamouma,FRA,"MF,FW",29,1987,29,22,1969,21.9,7,5,5,2,2,2,0,0.32,0.23,0.55,0.23,0.46,https://fbref.com/en/players/0b4d8274/Romain-Hamouma
2018,Manchester Utd,Premier League,Marcus Rashford,ENG,FW,19,1997,35,17,1813,20.1,7,5,7,0,0,3,0,0.35,0.25,0.6,0.35,0.6,https://fbref.com/en/players/a1d5bd30/Marcus-Rashford
2018,Real Sociedad,La Liga,Asier Illarramendi,ESP,MF,27,1990,36,35,3163,35.1,7,5,7,0,0,10,1,0.2,0.14,0.34,0.2,0.34,https://fbref.com/en/players/5ce0b5ba/Asier-Illarramendi
2018,Roma,Serie A,Stephan El Shaarawy,ITA,FW,24,1992,33,25,2155,23.9,7,5,7,0,0,1,0,0.29,0.21,0.5,0.29,0.5,https://fbref.com/en/players/d3aaad90/Stephan-El-Shaarawy
2019,Bournemouth,Premier League,David Brooks,WAL,MF,21,1997,30,29,2261,25.1,7,5,7,0,0,3,0,0.28,0.2,0.48,0.28,0.48,https://fbref.com/en/players/dc4cae05/David-Brooks
2019,Hoffenheim,Bundesliga,Joelinton,BRA,"FW,MF",21,1996,28,25,2130,23.7,7,5,7,0,0,5,0,0.3,0.21,0.51,0.3,0.51,https://fbref.com/en/players/c17bfb65/Joelinton
2019,Lyon,Ligue 1,Maxwel Cornet,CIV,FW,21,1996,27,12,1281,14.2,7,5,7,0,0,2,0,0.49,0.35,0.84,0.49,0.84,https://fbref.com/en/players/beb391dd/Maxwel-Cornet
2019,Valencia,La Liga,Santi Mina,ESP,FW,22,1995,30,23,1852,20.6,7,5,7,0,0,4,0,0.34,0.24,0.58,0.34,0.58,https://fbref.com/en/players/0b90bb97/Santi-Mina
2020,Chelsea,Premier League,Mason Mount,ENG,"MF,FW",20,1999,37,32,2867,31.9,7,5,7,0,0,3,0,0.22,0.16,0.38,0.22,0.38,https://fbref.com/en/players/9674002f/Mason-Mount
2020,Granada,La Liga,Darwin Machís,VEN,"FW,MF",26,1993,36,20,2129,23.7,7,5,6,1,1,5,0,0.3,0.21,0.51,0.25,0.47,https://fbref.com/en/players/ed6ea4d9/Darwin-Machis
2020,Werder Bremen,Bundesliga,Davy Klaassen,NED,MF,26,1993,33,33,2936,32.6,7,5,6,1,3,7,0,0.21,0.15,0.37,0.18,0.34,https://fbref.com/en/players/15fd5593/Davy-Klaassen
2021,Atlético Madrid,La Liga,João Félix,POR,"FW,MF",20,1999,31,14,1572,17.5,7,5,6,1,2,6,0,0.4,0.29,0.69,0.34,0.63,https://fbref.com/en/players/8aafd64f/Joao-Felix
2021,Celta Vigo,La Liga,Nolito,ESP,"MF,FW",33,1986,36,35,2597,28.9,7,5,7,0,0,7,0,0.24,0.17,0.42,0.24,0.42,https://fbref.com/en/players/b2d0ec1b/Nolito
2021,Inter,Serie A,Alexis Sánchez,CHI,FW,31,1988,30,12,1146,12.7,7,5,7,0,1,0,0,0.55,0.39,0.94,0.55,0.94,https://fbref.com/en/players/2c0f8e9e/Alexis-Sanchez
2021,Köln,Bundesliga,Ondrej Duda,SVK,"FW,MF",25,1994,32,32,2537,28.2,7,5,4,3,4,8,1,0.25,0.18,0.43,0.14,0.32,https://fbref.com/en/players/79ca3e23/Ondrej-Duda
2021,Milan,Serie A,Theo Hernández,FRA,DF,22,1997,33,33,2933,32.6,7,5,7,0,0,9,0,0.21,0.15,0.37,0.21,0.37,https://fbref.com/en/players/d4c9725f/Theo-Hernandez
2010,Arsenal,Premier League,Nicklas Bendtner,DEN,FW,21,1988,23,13,1234,13.7,6,5,6,0,0,2,0,0.44,0.36,0.8,0.44,0.8,https://fbref.com/en/players/9f9c57f0/Nicklas-Bendtner
2010,Lazio,Serie A,Tommaso Rocchi,ITA,"FW,MF",31,1977,32,23,1980,22,6,5,6,0,0,2,0,0.27,0.23,0.5,0.27,0.5,https://fbref.com/en/players/928198e6/Tommaso-Rocchi
2010,Tottenham,Premier League,Niko Kranjčar,CRO,MF,24,1984,24,19,1652,18.4,6,5,6,0,0,3,0,0.33,0.27,0.6,0.33,0.6,https://fbref.com/en/players/403d2184/Niko-Kranjcar
2011,Brescia,Serie A,Alessandro Diamanti,ITA,"FW,MF",27,1983,32,29,2377,26.4,6,5,5,1,1,9,1,0.23,0.19,0.42,0.19,0.38,https://fbref.com/en/players/cb5af1af/Alessandro-Diamanti
2011,Leverkusen,Bundesliga,Eren Derdiyok,SUI,FW,22,1988,32,18,1956,21.7,6,5,6,0,0,1,0,0.28,0.23,0.51,0.28,0.51,https://fbref.com/en/players/4e133a88/Eren-Derdiyok
2011,St. Pauli,Bundesliga,Gerald Asamoah,GER,"FW,MF",31,1978,27,21,1894,21,6,5,6,0,0,5,1,0.29,0.24,0.52,0.29,0.52,https://fbref.com/en/players/2ce9172f/Gerald-Asamoah
2012,Atalanta,Serie A,Maximiliano Moralez,ARG,"FW,MF",24,1987,34,31,2656,29.5,6,5,6,0,0,5,0,0.2,0.17,0.37,0.2,0.37,https://fbref.com/en/players/f99f37fc/Maximiliano-Moralez
2012,Athletic Club,La Liga,Markel Susaeta,ESP,"FW,MF",23,1987,38,34,2974,33,6,5,6,0,0,4,0,0.18,0.15,0.33,0.18,0.33,https://fbref.com/en/players/6fd1ba62/Markel-Susaeta
2012,Betis,La Liga,Beñat Etxebarria,ESP,MF,24,1987,35,30,2626,29.2,6,5,5,1,1,11,0,0.21,0.17,0.38,0.17,0.34,https://fbref.com/en/players/b037bd4f/Benat-Etxebarria
2012,Rennes,Ligue 1,Youssouf Hadji,MAR,"FW,MF",31,1980,23,12,1223,13.6,6,5,5,1,1,1,0,0.44,0.37,0.81,0.37,0.74,https://fbref.com/en/players/6ae62163/Youssouf-Hadji
2012,Valencia,La Liga,Sofiane Feghouli,ALG,"FW,MF",21,1989,30,25,2080,23.1,6,5,6,0,0,8,1,0.26,0.22,0.48,0.26,0.48,https://fbref.com/en/players/691f64f5/Sofiane-Feghouli
2013,Celta Vigo,La Liga,Augusto Fernández,ARG,MF,26,1986,36,36,2855,31.7,6,5,6,0,0,9,1,0.19,0.16,0.35,0.19,0.35,https://fbref.com/en/players/78c40e94/Augusto-Fernandez
2013,Lazio,Serie A,Antonio Candreva,ITA,"DF,FW",25,1987,35,32,2696,30,6,5,3,3,3,6,1,0.2,0.17,0.37,0.1,0.27,https://fbref.com/en/players/356c9002/Antonio-Candreva
2013,Lorient,Ligue 1,Alain Traoré,BFA,"FW,MF",23,1988,14,14,1106,12.3,6,5,6,0,1,0,0,0.49,0.41,0.9,0.49,0.9,https://fbref.com/en/players/8c7ae73d/Alain-Traore
2013,M'Gladbach,Bundesliga,Patrick Herrmann,GER,"FW,MF",21,1991,32,30,2478,27.5,6,5,6,0,0,6,0,0.22,0.18,0.4,0.22,0.4,https://fbref.com/en/players/dfb6490a/Patrick-Herrmann
2013,Manchester City,Premier League,Yaya Touré,CIV,MF,29,1983,32,32,2828,31.4,6,5,6,0,0,6,0,0.19,0.16,0.35,0.19,0.35,https://fbref.com/en/players/c204f844/Yaya-Toure
2013,Southampton,Premier League,Jay Rodriguez,ENG,"FW,MF",23,1989,35,24,2181,24.2,6,5,6,0,0,4,0,0.25,0.21,0.45,0.25,0.45,https://fbref.com/en/players/4ab53cdb/Jay-Rodriguez
2014,Lyon,Ligue 1,Jimmy Briand,FRA,"FW,MF",27,1985,25,10,1166,13,6,5,6,0,0,0,0,0.46,0.39,0.85,0.46,0.85,https://fbref.com/en/players/f83c8d6c/Jimmy-Briand
2014,Parma,Serie A,Jonathan Biabiany,FRA,"FW,MF",25,1988,36,32,2736,30.4,6,5,6,0,0,0,0,0.2,0.16,0.36,0.2,0.36,https://fbref.com/en/players/6b99d135/Jonathan-Biabiany
2014,Rennes,Ligue 1,Romain Alessandrini,FRA,"FW,MF",24,1989,27,21,1844,20.5,6,5,5,1,1,2,0,0.29,0.24,0.54,0.24,0.49,https://fbref.com/en/players/7a7610d2/Romain-Alessandrini
2014,Rennes,Ligue 1,Abdoulaye Doucouré,MLI,MF,20,1993,20,12,1176,13.1,6,5,6,0,0,2,0,0.46,0.38,0.84,0.46,0.84,https://fbref.com/en/players/02b29014/Abdoulaye-Doucoure
2014,Roma,Serie A,Adem Ljajić,SRB,"FW,MF",21,1991,28,17,1625,18.1,6,5,5,1,1,5,0,0.33,0.28,0.61,0.28,0.55,https://fbref.com/en/players/2648e18f/Adem-Ljajic
2014,Tottenham,Premier League,Roberto Soldado,ESP,FW,28,1985,28,22,1928,21.4,6,5,2,4,4,5,0,0.28,0.23,0.51,0.09,0.33,https://fbref.com/en/players/9d66fbe3/Roberto-Soldado
2015,Arsenal,Premier League,Aaron Ramsey,WAL,MF,23,1990,29,23,2007,22.3,6,5,6,0,0,6,0,0.27,0.22,0.49,0.27,0.49,https://fbref.com/en/players/ef619b0b/Aaron-Ramsey
2015,Reims,Ligue 1,Gaëtan Charbonnier,FRA,"FW,MF",25,1988,33,29,2389,26.5,6,5,4,2,2,9,0,0.23,0.19,0.41,0.15,0.34,https://fbref.com/en/players/18ebca4b/Gaetan-Charbonnier
2016,Darmstadt 98,Bundesliga,Marcel Heller,GER,MF,29,1986,33,33,2924,32.5,6,5,6,0,0,7,0,0.18,0.15,0.34,0.18,0.34,https://fbref.com/en/players/11dbba47/Marcel-Heller
2016,Granada,La Liga,Rubén Rochina,ESP,"MF,FW",24,1991,35,29,2483,27.6,6,5,6,0,0,10,0,0.22,0.18,0.4,0.22,0.4,https://fbref.com/en/players/ecd8c01e/Ruben-Rochina
2016,Manchester City,Premier League,Yaya Touré,CIV,MF,32,1983,32,28,2325,25.8,6,5,5,1,1,3,0,0.23,0.19,0.43,0.19,0.39,https://fbref.com/en/players/c204f844/Yaya-Toure
2016,Manchester Utd,Premier League,Juan Mata,ESP,MF,27,1988,38,34,2889,32.1,6,5,5,1,1,5,1,0.19,0.16,0.34,0.16,0.31,https://fbref.com/en/players/29733c72/Juan-Mata
2016,Sampdoria,Serie A,Luis Muriel,COL,FW,24,1991,32,19,1692,18.8,6,5,6,0,0,3,0,0.32,0.27,0.59,0.32,0.59,https://fbref.com/en/players/eb2fe5b6/Luis-Muriel
2017,Bayern Munich,Bundesliga,Thiago Alcántara,ESP,MF,25,1991,27,26,2288,25.4,6,5,6,0,0,4,0,0.24,0.2,0.43,0.24,0.43,https://fbref.com/en/players/77e84962/Thiago-Alcantara
2017,Bordeaux,Ligue 1,François Kamano,GUI,FW,20,1996,30,17,1695,18.8,6,5,6,0,0,4,0,0.32,0.27,0.58,0.32,0.58,https://fbref.com/en/players/81d3318f/Francois-Kamano
2017,Bordeaux,Ligue 1,Gaëtan Laborde,FRA,FW,22,1994,36,21,2033,22.6,6,5,6,0,0,3,0,0.27,0.22,0.49,0.27,0.49,https://fbref.com/en/players/7cdda3bf/Gaetan-Laborde
